5221131,1538170860512,1538170860542,"D",120665,68,25
5221132,1538170860693,1538170860713,"o",120665,79,89
5221133,1538170860859,1538170860893," ",120665,32,166
5221134,1538170861626,1538170861644,"y",120665,89,1
5221135,1538170861812,1538170861833,"o",120665,79,186
5221136,1538170861944,1538170861963,"u",120665,85,42
5221137,1538170862142,1538170862157,"n",120665,78,48
5221138,1538170862794,1538170862814,"k",120665,75,163
5221139,1538170862959,1538170862979,"n",120665,78,165
5221140,1538170863142,1538170863163,"o",120665,79,0
5221141,1538170863277,1538170863294,"w",120665,87,135
5221142,1538170863393,1538170863431," ",120665,32,116
5221143,1538170863528,1538170863547,"a",120665,65,8
5221144,1538170863627,1538170863644,"n",120665,78,99
5221145,1538170863910,1538170863929,"t",120665,84,6
5221146,1538170864061,1538170864079,"t",120665,84,55
5221147,1538170864211,1538170864230,"h",120665,72,88
5221148,1538170864326,1538170864344,"i",120665,73,6
5221149,1538170864514,1538170864544,"n",120665,78,13
5221150,1538170864609,1538170864629,"g",120665,71,95
5221151,1538170865443,1538170865473,"?",120665,191,15
