5222379,1538171000330,1538171000360,"W",120696,87,0
5222380,1538171000527,1538171000544,"e",120696,69,36
5222381,1538171000745,1538171000771," ",120696,32,32
5222382,1538171001277,1538171001295,"a",120696,65,18
5222383,1538171001529,1538171001547,"l",120696,76,252
5222470,1538171001710,1538171001730,"l",120696,76,181
5222471,1538171001894,1538171001919," ",120696,32,184
5222472,1538171002244,1538171002264,"k",120696,75,6
5222473,1538171002427,1538171002446,"n",120696,78,183
5222474,1538171002611,1538171002631,"i",120696,73,81
5222480,1538171002781,1538171002814,"w",120696,87,19
5222481,1538171002896,1538171002932," ",120696,32,115
5222482,1538171003461,1538171003480,"t",120696,84,56
5222483,1538171003630,1538171003647,"h",120696,72,67
5222484,1538171003711,1538171003731,"e",120696,69,81
5222485,1538171003944,1538171003966,"t",120696,84,51
5222486,1538171004129,1538171004165," ",120696,32,60
5222487,1538171004611,1538171004631,"i",120696,73,21
5222488,1538171004844,1538171004863,"t",120696,84,23
5222489,1538171005011,1538171005042," ",120696,32,89
5222495,1538171005645,1538171005665,"d",120696,68,91
5222496,1538171005816,1538171005848,"o",120696,79,9
5222497,1538171005891,1538171005904,"e",120696,69,75
5222498,1538171006111,1538171006133,"s",120696,83,220
5222499,1538171006246,1538171006275," ",120696,32,135
5222505,1538171006844,1538171006863,"e",120696,69,127
5222506,1538171007080,1538171007100,"x",120696,88,236
5222507,1538171007500,1538171007529,"i",120696,73,110
5222508,1538171007595,1538171007612,"s",120696,83,62
5222509,1538171007915,1538171007934,"t",120696,84,306
5222543,1538171009278,1538171009308,".",120696,190,549
