5220738,1538170802701,1538170802722,"i",120659,73,492
5220739,1538170802852,1538170802879," ",120659,32,96
5220740,1538170804685,1538170804706,"w",120659,87,891
5220741,1538170804869,1538170804888,"o",120659,79,37
5220742,1538170805054,1538170805075,"u",120659,85,185
5220795,1538170805286,1538170805308,"l",120659,76,232
5220796,1538170805437,1538170805455,"d",120659,68,151
5220797,1538170805586,1538170805604," ",120659,32,149
5220798,1538170806136,1538170806154,"e",120659,69,550
5220799,1538170806386,1538170806405,"x",120659,88,250
5220800,1538170806550,1538170806556,"p",120659,80,164
5220801,1538170806735,1538170806757,"e",120659,69,185
5220802,1538170806937,1538170806957,"c",120659,67,202
5220803,1538170807136,1538170807157,"t",120659,84,199
5220804,1538170807335,1538170807370," ",120659,32,199
5220805,1538170807802,1538170807821,"a",120659,65,467
5220806,1538170808002,1538170808019,"n",120659,78,124
5220807,1538170808187,1538170808216," ",120659,32,114
5220808,1538170808737,1538170808757,"a",120659,65,162
5220809,1538170809004,1538170809025,"n",120659,78,247
5220815,1538170809187,1538170809206,"s",120659,83,162
5220816,1538170809369,1538170809392,"w",120659,87,28
5220817,1538170809537,1538170809557,"r",120659,82,30
5220818,1538170811051,1538170811058," ",120659,32,60
5220819,1538170811971,1538170811999,"A",120659,65,12
5220832,1538170812403,1538170812433,"S",120659,83,146
5220833,1538170812919,1538170812949,"A",120659,65,62
5220834,1538170813456,1538170813477,"p",120659,80,96
5220835,1538170814568,1538170814590,"BKSP",120659,8,145
5220836,1538170815770,1538170815802,"P",120659,80,80
5220837,1538170817453,1538170817477,".",120659,190,29
