5222281,1538170987026,1538170987056,"J",120693,74,38
5222282,1538170987193,1538170987210,"e",120693,69,167
5222283,1538170987392,1538170987414,"s",120693,83,154
5222284,1538170987577,1538170987598,"t",120693,84,130
5222285,1538170987777,1538170987799,"s",120693,83,134
5222324,1538170988791,1538170988811,"BKSP",120693,8,12
5222325,1538170988985,1538170989005,"BKSP",120693,8,118
5222326,1538170989168,1538170989188,"BKSP",120693,8,145
5222327,1538170989892,1538170989914,"t",120693,84,44
5222328,1538170990109,1538170990129,"s",120693,83,43
5222329,1538170990326,1538170990366," ",120693,32,1
5222330,1538170991159,1538170991177,"s",120693,83,89
5222331,1538170991342,1538170991362,"e",120693,69,62
5222337,1538170991561,1538170991582,"c",120693,67,6
5222338,1538170991713,1538170991729,"o",120693,79,34
5222339,1538170991865,1538170991890,"n",120693,78,92
5222340,1538170991895,1538170991908,"d",120693,68,30
5222341,1538170992150,1538170992164,"a",120693,65,133
5222342,1538170992326,1538170992347,"y",120693,89,12
5222343,1538170992578,1538170992616," ",120693,32,25
5222344,1538170993744,1538170993766,"o",120693,79,111
5222345,1538170993948,1538170993973,"n",120693,78,71
5222346,1538170994026,1538170994055," ",120693,32,52
5222352,1538170994511,1538170994537,"S",120693,83,132
5222353,1538170994641,1538170994648,"i",120693,73,118
5222354,1538170994865,1538170994922,"j",120693,74,224
5222355,1538170994928,1538170994941,"d",120693,68,63
5222356,1538170995178,1538170995200,"a",120693,65,71
5222367,1538170995409,1538170995430,"y",120693,89,100
5222368,1538170997078,1538170997102,".",120693,190,123
