5222549,1538171012395,1538171012425,"T",120701,84,7
5222550,1538171012545,1538171012563,"h",120701,72,68
5222551,1538171012714,1538171012734,"i",120701,73,70
5222552,1538171012846,1538171012866,"s",120701,83,50
5222553,1538171012997,1538171013024," ",120701,32,75
5222593,1538171013646,1538171013666,"i",120701,73,232
5222595,1538171013814,1538171013833,"s",120701,83,77
5222597,1538171013963,1538171013983," ",120701,32,14
5222599,1538171014646,1538171014667,"g",120701,71,617
5222601,1538171014829,1538171014848,"o",120701,79,15
5222619,1538171014997,1538171015017,"o",120701,79,42
5222620,1538171015179,1538171015200,"d",120701,68,182
5222621,1538171015330,1538171015360," ",120701,32,13
5222622,1538171015845,1538171015877,"I",120701,73,28
5222623,1538171015984,1538171016004," ",120701,32,48
5222639,1538171016297,1538171016314,"h",120701,72,161
5222640,1538171016479,1538171016499,"i",120701,73,40
5222641,1538171016646,1538171016662,"n",120701,78,167
5222642,1538171016813,1538171016835,"k",120701,75,26
5222643,1538171020498,1538171020518,"t",120701,84,10
5222649,1538171020679,1538171020697,"h",120701,72,181
5222650,1538171020846,1538171020865,"i",120701,73,91
5222651,1538171021014,1538171021033,"n",120701,78,71
5222652,1538171021181,1538171021198,"k",120701,75,43
5222653,1538171021996,1538171022022,".",120701,190,524
