5220275,1538170748463,1538170748496,"E",120645,69,129
5220276,1538170748648,1538170748679,"r",120645,82,98
5220277,1538170748761,1538170748783,"n",120645,78,113
5220278,1538170748945,1538170748964,"i",120645,73,20
5220279,1538170749129,1538170749149,"e",120645,69,184
5220311,1538170749262,1538170749291," ",120645,32,133
5220312,1538170749862,1538170749882,"e",120645,69,600
5220313,1538170750028,1538170750049,"l",120645,76,166
5220314,1538170750145,1538170750166,"s",120645,83,117
5220315,1538170750312,1538170750341," ",120645,32,167
5220331,1538170750663,1538170750684,"w",120645,87,69
5220332,1538170750845,1538170750865,"a",120645,65,154
5220333,1538170750997,1538170751016,"s",120645,83,41
5220334,1538170751129,1538170751162," ",120645,32,132
5220335,1538170751713,1538170751735,"b",120645,66,92
5220346,1538170751829,1538170751849,"a",120645,65,40
5220347,1538170752045,1538170752068,"c",120645,67,158
5220348,1538170752196,1538170752215,"k",120645,75,92
5220349,1538170752362,1538170752391," ",120645,32,166
5220350,1538170752947,1538170752969,"t",120645,84,8
5220361,1538170753080,1538170753100,"o",120645,79,133
5220362,1538170753212,1538170753235," ",120645,32,124
5220363,1538170753364,1538170753385,"h",120645,72,9
5220364,1538170753517,1538170753547,"i",120645,73,153
5220365,1538170753628,1538170753651,"s",120645,83,8
5220372,1538170753762,1538170753777," ",120645,32,134
5220373,1538170754346,1538170754369,"b",120645,66,75
5220374,1538170754479,1538170754499,"e",120645,69,133
5220375,1538170754646,1538170754668,"s",120645,83,87
5220376,1538170754829,1538170754850,"t",120645,84,5
5220377,1538170755280,1538170755307,"",120645,13,177
