5220602,1538170777215,1538170777234,"t",120655,84,411
5220603,1538170777432,1538170777450,"h",120655,72,41
5220604,1538170777583,1538170777598,"a",120655,65,39
5220605,1538170777782,1538170777802,"n",120655,78,143
5220606,1538170778750,1538170778770,"k",120655,75,71
5220705,1538170785550,1538170785584,"T",120655,84,94
5220706,1538170789467,1538170789487,"y",120655,89,3845
5220707,1538170789603,1538170789623,"o",120655,79,136
5220708,1538170789717,1538170789736,"y",120655,89,114
5220709,1538170791344,1538170791362,"BKSP",120655,8,1627
5220710,1538170791542,1538170791558,"BKSP",120655,8,198
5220711,1538170792062,1538170792079,"BKSP",120655,8,520
5220712,1538170792417,1538170792442," ",120655,32,355
5220716,1538170792701,1538170792718,"y",120655,89,284
5220717,1538170792818,1538170792839,"o",120655,79,117
5220718,1538170792951,1538170792972,"u",120655,85,133
5220719,1538170793087,1538170793108," ",120655,32,136
5220720,1538170793734,1538170793755,"f",120655,70,647
5220721,1538170793939,1538170793971,"o",120655,79,81
5220722,1538170794035,1538170794055,"r",120655,82,96
5220723,1538170794202,1538170794221,"b",120655,66,156
5220724,1538170794385,1538170794406,"y",120655,89,3
5220725,1538170794551,1538170794570,"o",120655,79,97
5220726,1538170794666,1538170794683,"u",120655,85,28
5220727,1538170794901,1538170794919,"r",120655,82,81
5220728,1538170795051,1538170795065,"b",120655,66,86
5220729,1538170796947,1538170796965,"BKSP",120655,8,84
5220730,1538170797160,1538170797177,"BKSP",120655,8,14
5220731,1538170797718,1538170797740," ",120655,32,553
5220732,1538170798101,1538170798117,"c",120655,67,152
5220733,1538170798303,1538170798320,"a",120655,65,59
5220734,1538170798419,1538170798437,"l",120655,76,116
5220735,1538170798601,1538170798620,"l",120655,76,124
5220736,1538170800286,1538170800311,".",120655,190,686
5220737,1538170800639,1538170800675,"",120655,13,201
