5215035,1538170202444,1538170202464,"",120511,229,20
5215036,1538170202586,1538170202597,"",120511,229,2
5215037,1538170202681,1538170202689,"",120511,229,48
5215038,1538170202804,1538170202812,"",120511,229,55
5215039,1538170202836,1538170202849,"",120511,229,32
5215040,1538170202948,1538170202962,"",120511,229,112
5215041,1538170202965,1538170202972,"",120511,229,0
5215042,1538170203271,1538170203281,"",120511,229,22
5215043,1538170203377,1538170203382,"",120511,229,51
5215044,1538170203384,1538170203388,"",120511,229,7
5215045,1538170203390,1538170203393,"",120511,229,3
5215046,1538170203486,1538170203494,"",120511,229,19
5215047,1538170203592,1538170203603,"",120511,229,106
5215048,1538170203665,1538170203671,"",120511,229,31
5215049,1538170203675,1538170203685,"",120511,229,10
5215050,1538170203785,1538170203791,"",120511,229,46
5215051,1538170203816,1538170203825,"",120511,229,3
5215052,1538170203942,1538170203952,"",120511,229,97
5215053,1538170204067,1538170204073,"",120511,229,0
5215054,1538170204201,1538170204208,"",120511,229,107
5215055,1538170204249,1538170204258,"",120511,229,16
5215056,1538170204259,1538170204264,"",120511,229,10
5215057,1538170204460,1538170204471,"",120511,229,9
5215058,1538170204591,1538170204600,"",120511,229,25
5215059,1538170204771,1538170204785,"",120511,229,6
5215060,1538170204836,1538170204842,"",120511,229,19
5215061,1538170204896,1538170204902,"",120511,229,60
5215062,1538170204904,1538170204910,"",120511,229,8
5215063,1538170204997,1538170205006,"",120511,229,2
5215064,1538170205092,1538170205104,"",120511,229,25
5215065,1538170205186,1538170205192,"",120511,229,5
5215066,1538170205228,1538170205235,"",120511,229,24
5215067,1538170205321,1538170205329,"",120511,229,2
5215068,1538170205548,1538170205558,"",120511,229,63
5215069,1538170205562,1538170205568,"",120511,229,7
5215070,1538170205570,1538170205577,"",120511,229,8
5215071,1538170207288,1538170207312,"",120511,229,91
5215072,1538170207314,1538170207320,"",120511,229,26
