5221217,1538170869093,1538170869126,"W",120667,87,15
5221218,1538170869311,1538170869332,"i",120667,73,89
5221219,1538170869412,1538170869433,"s",120667,83,24
5221220,1538170869577,1538170869593,"h",120667,72,104
5221221,1538170869743,1538170869771," ",120667,32,113
5221222,1538170870377,1538170870397,"m",120667,77,176
5221223,1538170870529,1538170870547,"e",120667,69,134
5221224,1538170870661,1538170870682," ",120667,32,5
5221225,1538170871595,1538170871615,"l",120667,76,370
5221226,1538170871810,1538170871831,"u",120667,85,215
5221227,1538170872027,1538170872047,"c",120667,67,217
5221228,1538170872394,1538170872414,"k",120667,75,8
5221229,1538170872561,1538170872588," ",120667,32,8
5221230,1538170872961,1538170872981,"w",120667,87,41
5221231,1538170873127,1538170873148,"i",120667,73,38
5221232,1538170873327,1538170873346,"t",120667,84,85
5221233,1538170873494,1538170873513,"h",120667,72,37
5221234,1538170873661,1538170873693," ",120667,32,22
5221235,1538170873794,1538170873813,"l",120667,76,6
5221236,1538170873961,1538170873981,"i",120667,73,37
5221323,1538170874144,1538170874161,"n",120667,78,14
5221324,1538170874261,1538170874280,"f",120667,70,117
5221325,1538170874511,1538170874537,"a",120667,65,78
5221326,1538170877028,1538170877051,".",120667,190,54
