5221946,1538170952057,1538170952087,"N",120686,78,817
5221947,1538170952287,1538170952307,"e",120686,69,139
5221948,1538170952471,1538170952492,"i",120686,73,101
5221949,1538170952722,1538170952743,"l",120686,76,251
5221950,1538170952923,1538170952952," ",120686,32,9
5221951,1538170953372,1538170953392,"h",120686,72,177
5221952,1538170953538,1538170953558,"a",120686,65,116
5221953,1538170953755,1538170953774,"s",120686,83,108
5221954,1538170953923,1538170953947," ",120686,32,24
5221955,1538170954487,1538170954508,"b",120686,66,126
5221956,1538170954671,1538170954692,"e",120686,69,24
5221957,1538170954855,1538170954871,"e",120686,69,184
5221958,1538170955054,1538170955071,"n",120686,78,12
5221959,1538170955238,1538170955269," ",120686,32,184
5221960,1538170955556,1538170955576,"a",120686,65,39
5221961,1538170955737,1538170955754,"s",120686,83,181
5221962,1538170955889,1538170955908,"k",120686,75,152
5221963,1538170956056,1538170956076,"i",120686,73,53
5221964,1538170956239,1538170956259,"n",120686,78,23
5221965,1538170956426,1538170956451,"g",120686,71,187
5221966,1538170956522,1538170956555," ",120686,32,96
5221967,1538170956923,1538170956942,"a",120686,65,66
5221968,1538170957204,1538170957224,"r",120686,82,281
5221969,1538170957405,1538170957424,"o",120686,79,153
5221970,1538170957821,1538170957835,"n",120686,78,258
5221971,1538170958453,1538170958474,"BKSP",120686,8,334
5221972,1538170958669,1538170958688,"BKSP",120686,8,216
5221973,1538170958833,1538170958850,"BKSP",120686,8,9
5221974,1538170959014,1538170959030,"BKSP",120686,8,181
5221975,1538170959856,1538170959876,"u",120686,85,400
5221976,1538170960072,1538170960089,"n",120686,78,2
5221977,1538170960240,1538170960260,"d",120686,68,168
5221978,1538170961190,1538170961214,".",120686,190,13
