5221758,1538170924768,1538170924804,"I",120680,73,48
5221759,1538170924967,1538170924995," ",120680,32,40
5221760,1538170925702,1538170925720,"j",120680,74,170
5221761,1538170925884,1538170925902,"u",120680,85,133
5221762,1538170926020,1538170926039,"s",120680,83,126
5221763,1538170926250,1538170926271,"t",120680,84,94
5221764,1538170926404,1538170926424," ",120680,32,106
5221765,1538170927001,1538170927021,"h",120680,72,170
5221766,1538170927135,1538170927154,"a",120680,65,48
5221767,1538170927367,1538170927388,"d",120680,68,207
5221768,1538170927518,1538170927543," ",120680,32,151
5221769,1538170928086,1538170928107,"m",120680,77,94
5221770,1538170928335,1538170928355,"y",120680,89,142
5221771,1538170928434,1538170928456," ",120680,32,99
5221772,1538170928651,1538170928672,"h",120680,72,217
5221773,1538170928785,1538170928804,"e",120680,69,128
5221774,1538170929001,1538170929020,"a",120680,65,7
5221775,1538170929218,1538170929237,"d",120680,68,175
5221776,1538170929401,1538170929429," ",120680,32,72
5221777,1538170929768,1538170929785,"i",120680,73,93
5221778,1538170929970,1538170929988,"n",120680,78,180
5221779,1538170930119,1538170930145," ",120680,32,149
5221780,1538170930351,1538170930372,"t",120680,84,106
5221781,1538170930485,1538170930504,"h",120680,72,56
5221782,1538170930602,1538170930622,"e",120680,69,117
5221783,1538170930803,1538170930832," ",120680,32,181
5221784,1538170931336,1538170931354,"c",120680,67,82
5221785,1538170931535,1538170931554,"l",120680,76,199
5221786,1538170931988,1538170932004,"u",120680,85,55
5221787,1538170932202,1538170932221,"d",120680,68,6
5221788,1538170932418,1538170932441,"s",120680,83,12
5221789,1538170934253,1538170934277,".",120680,190,70
