5215393,1538170215420,1538170215438,"",120519,229,186
5215394,1538170215568,1538170215578,"",120519,229,148
5215395,1538170215612,1538170215619,"",120519,229,44
5215396,1538170215763,1538170215780,"",120519,229,151
5215397,1538170216090,1538170216114,"",120519,229,3
5215398,1538170216640,1538170216661,"",120519,229,41
5215399,1538170216895,1538170216905,"",120519,229,42
5215400,1538170216966,1538170216983,"",120519,229,46
5215401,1538170217089,1538170217102,"",120519,229,79
5215402,1538170217214,1538170217221,"",120519,229,1
5215403,1538170217361,1538170217381,"",120519,229,75
5215404,1538170217433,1538170217442,"",120519,229,61
5215405,1538170217444,1538170217458,"",120519,229,8
5215406,1538170217584,1538170217591,"",120519,229,73
5215407,1538170217679,1538170217690,"",120519,229,95
5215408,1538170217785,1538170217791,"",120519,229,69
5215409,1538170217834,1538170217846,"",120519,229,0
5215410,1538170217991,1538170217998,"",120519,229,157
5215411,1538170217999,1538170218012,"",120519,229,8
5215412,1538170218101,1538170218112,"",120519,229,102
5215413,1538170218139,1538170218145,"",120519,229,38
5215414,1538170218148,1538170218153,"",120519,229,9
5215415,1538170218273,1538170218278,"",120519,229,125
5215416,1538170218299,1538170218305,"",120519,229,26
5215417,1538170218452,1538170218461,"",120519,229,41
5215418,1538170218521,1538170218537,"",120519,229,69
5215419,1538170218644,1538170218653,"",120519,229,14
5215420,1538170218773,1538170218783,"",120519,229,49
5215421,1538170218828,1538170218834,"",120519,229,55
5215422,1538170218949,1538170218959,"",120519,229,83
5215423,1538170219040,1538170219056,"",120519,229,65
5215424,1538170219066,1538170219071,"",120519,229,16
5215425,1538170219211,1538170219223,"",120519,229,29
5215426,1538170219330,1538170219337,"",120519,229,20
5215427,1538170219390,1538170219398,"",120519,229,9
5215428,1538170219400,1538170219416,"",120519,229,10
5215429,1538170219540,1538170219551,"",120519,229,4
5215430,1538170219693,1538170219705,"",120519,229,52
5215431,1538170219814,1538170219824,"",120519,229,12
5215432,1538170219933,1538170219946,"",120519,229,119
5215433,1538170220075,1538170220089,"",120519,229,48
5215434,1538170220192,1538170220200,"",120519,229,23
5215435,1538170220202,1538170220207,"",120519,229,8
5215436,1538170220918,1538170220936,"",120519,229,74
5215437,1538170220940,1538170220950,"",120519,229,22
5215438,1538170221161,1538170221171,"",120519,229,9
5215439,1538170221321,1538170221332,"",120519,229,3
5215440,1538170221425,1538170221437,"",120519,229,13
5215441,1538170221589,1538170221605,"",120519,229,9
5215442,1538170221654,1538170221661,"",120519,229,4
5215443,1538170221739,1538170221750,"",120519,229,20
5215444,1538170221753,1538170221763,"",120519,229,14
5215445,1538170221767,1538170221774,"",120519,229,14
5215446,1538170221901,1538170221909,"",120519,229,18
5215447,1538170222047,1538170222054,"",120519,229,17
5215448,1538170222201,1538170222212,"",120519,229,33
5215449,1538170222390,1538170222419,"",120519,229,10
5215450,1538170222730,1538170222741,"",120519,229,14
5215451,1538170223052,1538170223078,"",120519,229,14
5215452,1538170223407,1538170223430,"",120519,229,4
5215453,1538170223436,1538170223442,"",120519,229,1
5215454,1538170223638,1538170223645,"",120519,229,30
5215455,1538170224303,1538170224318,"",120519,229,14
5215456,1538170224336,1538170224344,"",120519,229,1
5215457,1538170224349,1538170224359,"",120519,229,13
5215458,1538170224513,1538170224530,"",120519,229,19
5215459,1538170224688,1538170224694,"",120519,229,74
5215460,1538170224765,1538170224772,"",120519,229,46
5215461,1538170224774,1538170224789,"",120519,229,9
5215462,1538170224938,1538170224945,"",120519,229,2
5215463,1538170225094,1538170225109,"",120519,229,69
5215464,1538170225192,1538170225199,"",120519,229,67
5215465,1538170225291,1538170225299,"",120519,229,88
5215466,1538170225365,1538170225375,"",120519,229,74
5215467,1538170225379,1538170225389,"",120519,229,14
5215468,1538170225489,1538170225497,"",120519,229,68
5215469,1538170225635,1538170225653,"",120519,229,20
5215470,1538170225767,1538170225783,"",120519,229,15
5215471,1538170225895,1538170225906,"",120519,229,40
5215472,1538170225987,1538170225992,"",120519,229,58
5215473,1538170225995,1538170226000,"",120519,229,8
5215474,1538170226017,1538170226023,"",120519,229,22
5215475,1538170226563,1538170226570,"",120519,229,46
5215476,1538170226708,1538170226720,"",120519,229,57
5215477,1538170226865,1538170226878,"",120519,229,63
5215478,1538170227026,1538170227037,"",120519,229,37
5215479,1538170227498,1538170227520,"",120519,229,17
5215480,1538170227665,1538170227679,"",120519,229,167
5215481,1538170227733,1538170227743,"",120519,229,68
5215482,1538170227748,1538170227758,"",120519,229,15
