1912,1536225774139,1536225774173,"",45,229,4256510
1913,1536225774340,1536225774352,"",45,229,201
1914,1536225774493,1536225774510,"",45,229,153
1915,1536225774649,1536225774664,"",45,229,156
1916,1536225774705,1536225774714,"",45,229,56
1917,1536225774727,1536225774741,"",45,229,22
1918,1536225775207,1536225775219,"",45,229,480
1919,1536225775365,1536225775377,"",45,229,158
1920,1536225775508,1536225775536,"",45,229,143
1921,1536225776101,1536225776114,"",45,229,593
1922,1536225776341,1536225776355,"",45,229,240
1923,1536225778196,1536225778208,"",45,229,1855
1924,1536225781755,1536225781768,"",45,229,3559
1925,1536225782166,1536225782179,"",45,229,411
1926,1536225782757,1536225782767,"",45,229,591
1927,1536225784895,1536225784909,"",45,229,2138
1928,1536225785163,1536225785176,"",45,229,268
1929,1536225785328,1536225785342,"",45,229,165
1930,1536225785653,1536225785664,"",45,229,325
1931,1536225785689,1536225785700,"",45,229,36
1932,1536225786010,1536225786021,"",45,229,321
1933,1536225786603,1536225786615,"",45,229,593
1934,1536225786746,1536225786755,"",45,229,143
1935,1536225786784,1536225786792,"",45,229,38
1936,1536225786886,1536225786897,"",45,229,102
1937,1536225787215,1536225787226,"",45,229,329
1938,1536225787412,1536225787423,"",45,229,197
1939,1536225787935,1536225787949,"",45,229,523
1940,1536225788027,1536225788037,"",45,229,92
1941,1536225788098,1536225788106,"",45,229,71
1942,1536225788134,1536225788144,"",45,229,36
1943,1536225790303,1536225790315,"",45,229,2169
1944,1536225790851,1536225790864,"",45,229,548
1945,1536225800855,1536225800875,"",45,229,10004
1946,1536225801036,1536225801053,"",45,229,181
1947,1536225801102,1536225801113,"",45,229,66
1948,1536225801124,1536225801143,"",45,229,22
1949,1536225801475,1536225801486,"",45,229,351
1950,1536225801626,1536225801645,"",45,229,151
1951,1536225801823,1536225801836,"",45,229,197
1952,1536225802689,1536225802700,"",45,229,866
1953,1536225802785,1536225802795,"",45,229,96
1954,1536225802817,1536225802834,"",45,229,32
1955,1536225803227,1536225803238,"",45,229,410
1956,1536225803546,1536225803558,"",45,229,319
1957,1536225803632,1536225803643,"",45,229,86
1958,1536225803657,1536225803668,"",45,229,25
1959,1536225803782,1536225803799,"",45,229,125
1960,1536225803887,1536225803903,"",45,229,105
1961,1536225803992,1536225804011,"",45,229,105
1962,1536225804133,1536225804146,"",45,229,141
1963,1536225804167,1536225804181,"",45,229,34
1964,1536225804481,1536225804491,"",45,229,314
1965,1536225804646,1536225804656,"",45,229,165
1966,1536225804918,1536225804930,"",45,229,272
1967,1536225805510,1536225805522,"",45,229,592
1968,1536225805704,1536225805719,"",45,229,194
1969,1536225805854,1536225805866,"",45,229,150
1970,1536225808132,1536225808144,"",45,229,2278
1971,1536225808598,1536225808610,"",45,229,466
1972,1536225808639,1536225808651,"",45,229,41
1973,1536225809758,1536225809768,"",45,229,1119
1974,1536225809935,1536225809947,"",45,229,177
1975,1536225810460,1536225810472,"",45,229,525
1976,1536225812960,1536225812974,"",45,229,2500
1977,1536225812990,1536225812995,"",45,229,30
